Transaction_ID,Customer_ID,Date,Product_Category,Purchase_Amount,Customer_Age,Payment_Method
TXN_2066,CUST_146,2026-01-26 15:00:00,Electronics,225.2406632752083,51.0,Debit Card
TXN_1195,CUST_150,27-04-2026 03:00,Home & Kitchen,97.3425568843814,20.0,Credit Card
TXN_1791,CUST_217,2026-03-28 09:00:00,Electronics,60.90420013363498,47.0,PayPal
TXN_1147,CUST_278,2026-04-07 23:00:00,Books,79.01006074586451,45.0,PayPal
TXN_1929,CUST_111,2026-01-20 08:00:00,Beauty,184.25237940912177,42.0,Cash
TXN_1036,CUST_289,2026-03-09 12:00:00,HOME & KITCHEN,-6.687071183006395,59.0,Debit Card
TXN_1692,CUST_266,2026-04-26 23:00:00,Books,105.26833474534384,55.0,Cash
TXN_1128,CUST_136,2026-02-01 18:00:00,Electronics,119.35094387105998,54.0,Credit Card
TXN_1488,CUST_157,2026-04-14 10:00:00,BEAUTY,146.148432048835,68.0,Debit Card
TXN_1209,CUST_229,2026-03-31 15:00:00,beauty,42.98791904648189,39.0,Cash
TXN_1832,CUST_131,2026-05-21 22:00:00,Home & Kitchen,175.70582896642588,19.0,Credit Card
TXN_1185,CUST_220,2026-01-03 23:00:00,Electronics,170.12909098104566,58.0,Cash
TXN_1629,CUST_227,2026-04-15 11:00:00,Clothing,92.32645367622635,24.0,Cash
TXN_1730,CUST_217,2026-03-25 19:00:00,Beauty,202.35524447416324,64.0,Cash
TXN_1373,CUST_280,2026-05-11 09:00:00,Electronics,67.70566874900649,55.0,PayPal
TXN_1367,,2026-03-25 16:00:00,Beauty,169.5791027762295,25.0,Debit Card
TXN_1137,CUST_100,2026-02-15 07:00:00,Beauty,224.93547594181288,45.0,Credit Card
TXN_1693,CUST_190,2026-01-29 10:00:00,Books,29.585701641225327,64.0,PayPal
TXN_1927,CUST_100,2026-01-22 10:00:00,Books,131.94735288479043,57.0,Debit Card
TXN_1714,CUST_212,2026-05-17 22:00:00,Electronics,137.49274454058383,25.0,PayPal
TXN_1303,CUST_263,2026-01-07 15:00:00,Home & Kitchen,183.73615416565937,56.0,Debit Card
TXN_1218,CUST_101,2026-02-04 13:00:00,Clothing,37.034714114400316,66.0,Cash
TXN_1060,CUST_191,04-03-2026 04:00,Home & Kitchen,8.970515963535846,46.0,
TXN_1313,CUST_209,2026-01-19 08:00:00,Beauty,-134.13630505568005,40.0,Cash
TXN_2165,CUST_166,2026-03-24 03:00:00,Beauty,189.18595507928092,51.0,Credit Card
TXN_1179,CUST_191,2026-04-13 20:00:00,Electronics,249.30400341775334,33.0,Cash
TXN_2145,CUST_113,2026-05-14 23:00:00,Clothing,261.32094402621067,47.0,Debit Card
TXN_1789,CUST_218,2026-02-27 12:00:00,Clothing,29.293571455491673,43.0,Credit Card
TXN_1641,CUST_152,2026-04-10 17:00:00,Books,123.68633773065211,24.0,Credit Card
TXN_1380,CUST_260,,Electronics,-54.25690557851442,,Debit Card
TXN_1125,CUST_147,2026-02-28 13:00:00,Clothing,135.69927525333765,,Debit Card
TXN_1614,CUST_183,2026-01-31 16:00:00,Books,40.51283875247711,19.0,PayPal
TXN_1853,CUST_250,2026-05-07 23:00:00,clothing,163.22303552285564,61.0,Debit Card
TXN_1139,CUST_241,2026-03-27 21:00:00,Home & Kitchen,99.70591379660952,36.0,PayPal
TXN_2057,CUST_232,2026-05-08 23:00:00,Home & Kitchen,70.83689730471241,22.0,Cash
TXN_1734,CUST_284,2026-02-15 04:00:00,Clothing,93.53800831815579,,Credit Card
TXN_1729,CUST_179,2026-04-24 04:00:00,Beauty,85.70763784667733,44.0,Cash
TXN_1460,CUST_193,,Home & Kitchen,84.1165730777711,23.0,Debit Card
TXN_2151,CUST_122,2026-01-27 19:00:00,Electronics,93.91900033465207,59.0,PayPal
TXN_1184,CUST_289,2026-01-04 13:00:00,Clothing,100.11073169866582,45.0,PayPal
TXN_1702,CUST_157,2026-02-26 11:00:00,Clothing,58.71033355114633,54.0,PayPal
TXN_1290,,2026-01-06 06:00:00,Home & Kitchen,0.21938838570844155,45.0,Debit Card
TXN_1495,CUST_147,19-01-2026 09:00,BOOKS,37.61505211665239,61.0,Credit Card
TXN_1739,CUST_242,2026-01-03 05:00:00,Books,186.17888861259385,44.0,Cash
TXN_1677,CUST_235,2026-03-06 03:00:00,Books,87.40319141667187,59.0,Cash
TXN_2133,CUST_177,2026-05-12 22:00:00,Clothing,156.71952013394326,45.0,
TXN_1766,CUST_200,2026-03-27 21:00:00,Electronics,35.51753600266659,51.0,Credit Card
TXN_2065,CUST_239,29-01-2026 20:00,Books,60.06626187174065,46.0,PayPal
TXN_1959,CUST_127,2026-03-26 14:00:00,Beauty,172.4713710230066,58.0,Cash
TXN_1990,CUST_167,24-04-2026 10:00,Home & Kitchen,69.70765559403438,22.0,Credit Card
TXN_1028,CUST_157,2026-03-06 13:00:00,Books,188.53619841940446,67.0,Debit Card
TXN_1765,CUST_127,25-03-2026 23:00,Beauty,160.49261243685697,59.0,Debit Card
TXN_1515,CUST_146,2026-05-14 03:00:00,Books,190.96638211570297,39.0,PayPal
TXN_1323,CUST_241,2026-01-25 02:00:00,Books,106.37934025632757,65.0,Cash
TXN_1945,CUST_147,03-05-2026 23:00,Electronics,78.11392092747337,50.0,PayPal
TXN_1320,CUST_260,,Electronics,178.4767181100973,56.0,Cash
TXN_1820,CUST_182,,Home & Kitchen,22.648263172786628,23.0,PayPal
TXN_1596,CUST_198,2026-02-03 12:00:00,Electronics,93.18047345055786,33.0,Cash
TXN_1795,CUST_110,25-05-2026 21:00,home & kitchen,57.678446278401154,36.0,Debit Card
TXN_2188,CUST_104,2026-05-30 21:00:00,Books,49.932607480391184,,Debit Card
TXN_1625,CUST_175,2026-01-08 17:00:00,Home & Kitchen,63.53812135237079,32.0,PayPal
TXN_1300,CUST_174,14-04-2026 17:00,Home & Kitchen,25.355505221248876,60.0,Debit Card
TXN_1379,CUST_259,2026-05-01 18:00:00,Beauty,162.47805295712723,44.0,Credit Card
TXN_2104,CUST_168,2026-03-03 06:00:00,Books,119.7771111466479,,Debit Card
TXN_1583,CUST_157,2026-02-05 04:00:00,Clothing,105.0656830149244,69.0,
TXN_1689,CUST_288,2026-05-11 14:00:00,Books,119.13062903720223,69.0,Credit Card
TXN_1545,CUST_183,2026-03-05 20:00:00,Electronics,9999.99,56.0,Credit Card
TXN_1024,CUST_291,2026-01-10 01:00:00,Books,151.63367883104306,,Credit Card
TXN_1543,,2026-05-25 04:00:00,Beauty,108.6776290129722,50.0,PayPal
TXN_1182,CUST_220,2026-01-20 16:00:00,Home & Kitchen,-50.0,26.0,
TXN_1893,CUST_142,2026-03-24 18:00:00,BEAUTY,98.01237594641663,19.0,Cash
TXN_2158,CUST_203,2026-05-29 18:00:00,Books,257.27261049061553,66.0,Debit Card
TXN_1337,CUST_218,2026-03-23 10:00:00,Books,63.36712474607397,23.0,Cash
TXN_1127,CUST_161,2026-01-22 19:00:00,Clothing,-53.7257123808358,58.0,Credit Card
TXN_2139,CUST_188,2026-03-04 21:00:00,Books,137.64668301898885,50.0,Debit Card
TXN_1072,CUST_231,2026-05-19 20:00:00,BOOKS,102.49069986114995,18.0,Credit Card
TXN_1621,CUST_199,2026-02-22 23:00:00,Books,160.40168706190136,26.0,PayPal
TXN_1682,CUST_170,2026-02-13 14:00:00,Electronics,179.72890916817258,25.0,
TXN_1284,CUST_239,2026-05-05 08:00:00,Books,208.31468373615257,23.0,Credit Card
TXN_2003,CUST_141,2026-03-26 15:00:00,Books,129.98016797311476,57.0,Credit Card
TXN_1500,CUST_288,,Clothing,44.84294064112139,50.0,Credit Card
TXN_1595,CUST_276,2026-01-03 13:00:00,Clothing,203.75294355905115,,Debit Card
TXN_1257,CUST_247,2026-05-07 09:00:00,ELECTRONICS,95.7148539787268,32.0,PayPal
TXN_1395,CUST_250,2026-01-11 13:00:00,Clothing,53.911040662836626,,PayPal
TXN_1814,CUST_201,2026-05-09 02:00:00,Books,68.71349867693156,42.0,Cash
TXN_1597,CUST_135,2026-03-02 18:00:00,Electronics,12.714822935874508,33.0,Cash
TXN_2194,CUST_240,2026-01-12 07:00:00,Home & Kitchen,115.617731172894,23.0,PayPal
TXN_1946,CUST_160,2026-01-22 03:00:00,Home & Kitchen,58.865057068972284,50.0,PayPal
TXN_2162,CUST_278,2026-04-10 22:00:00,Books,55.128485103980026,20.0,Cash
TXN_1628,CUST_127,2026-04-08 10:00:00,Books,9999.99,67.0,Debit Card
TXN_1100,CUST_114,,Electronics,188.19749147463605,68.0,Debit Card
TXN_1090,CUST_139,28-03-2026 23:00,Electronics,39.55188994484274,33.0,Credit Card
TXN_1355,CUST_147,2026-05-22 03:00:00,Home & Kitchen,105.29168854726322,63.0,Debit Card
TXN_1012,CUST_216,2026-05-23 21:00:00,beauty,8.44039449125907,49.0,Debit Card
TXN_1650,CUST_266,2026-01-13 04:00:00,Home & Kitchen,253.8691156922019,42.0,Cash
TXN_1548,CUST_277,2026-02-16 11:00:00,Beauty,126.12872563613277,64.0,Debit Card
TXN_1025,CUST_287,2026-01-25 21:00:00,Home & Kitchen,43.394483598783054,,Debit Card
TXN_1782,CUST_252,2026-04-09 16:00:00,Electronics,185.5498614511525,28.0,Cash
TXN_1034,CUST_287,2026-05-16 20:00:00,Beauty,43.297723505058016,52.0,Cash
TXN_1607,CUST_122,2026-04-30 22:00:00,Electronics,-4.429898707299387,36.0,Debit Card
TXN_1942,CUST_193,2026-01-10 20:00:00,Clothing,103.57727844029989,56.0,Credit Card
TXN_1118,CUST_140,2026-01-02 21:00:00,Beauty,104.93909319309547,23.0,Credit Card
TXN_1754,CUST_255,2026-05-14 03:00:00,Clothing,262.7820031348076,27.0,PayPal
TXN_1858,CUST_278,2026-05-02 06:00:00,Clothing,135.87148137419894,29.0,Debit Card
TXN_1421,CUST_107,2026-01-06 07:00:00,Electronics,248.76165326207783,56.0,Cash
TXN_1652,CUST_221,2026-01-11 16:00:00,Beauty,-6.594237921891192,30.0,Debit Card
TXN_1912,CUST_192,2026-01-14 22:00:00,Home,168.69884712995335,66.0,Cash
TXN_1330,CUST_294,01-05-2026 10:00,Books,158.8947833249551,56.0,PayPal
TXN_1353,CUST_296,2026-02-26 20:00:00,Clothing,97.63940293627732,36.0,Debit Card
TXN_1018,CUST_152,2026-05-14 02:00:00,clothing,117.28598192576729,18.0,PayPal
TXN_1812,CUST_194,2026-02-15 13:00:00,clothing,57.930014146681295,43.0,Debit Card
TXN_1647,CUST_280,2026-05-18 14:00:00,Books,7.660834699072893,64.0,Cash
TXN_1716,CUST_155,2026-04-06 19:00:00,Electronics,103.94885609396545,46.0,Cash
TXN_2000,CUST_267,,BEAUTY,143.48300239749125,68.0,Credit Card
TXN_1880,CUST_231,,Beauty,98.01581561978496,56.0,Credit Card
TXN_1291,CUST_147,2026-01-23 17:00:00,Books,222.4751661333382,,Cash
TXN_1622,CUST_239,2026-03-20 21:00:00,Home & Kitchen,126.76147806522619,30.0,
TXN_2181,CUST_254,2026-03-16 20:00:00,Electronics,245.45459436218607,33.0,Debit Card
TXN_1573,CUST_189,2026-04-03 21:00:00,Home & Kitchen,150.65345518071203,150.0,Debit Card
TXN_1926,CUST_169,2026-03-15 05:00:00,Electronics,128.22868623458672,31.0,PayPal
TXN_1333,CUST_132,2026-01-30 15:00:00,Electronics,179.13443957612543,34.0,Cash
TXN_1249,CUST_102,2026-02-26 04:00:00,Home & Kitchen,116.96855346265353,34.0,Debit Card
TXN_2108,CUST_177,2026-04-02 08:00:00,Beauty,41.605954017420444,26.0,Debit Card
TXN_1752,CUST_201,2026-02-24 05:00:00,Home & Kitchen,78.88794986809255,26.0,Debit Card
TXN_1523,CUST_199,2026-02-18 12:00:00,Beauty,311.3687708219194,50.0,Credit Card
TXN_1006,CUST_288,2026-04-24 12:00:00,Beauty,223.59884678535647,34.0,Credit Card
TXN_1932,CUST_133,2026-04-21 01:00:00,Beauty,-31.420974207204154,55.0,Debit Card
TXN_1849,CUST_156,2026-04-21 20:00:00,Clothing,99.17527669828499,31.0,Cash
TXN_1874,CUST_129,2026-01-14 01:00:00,Electronics,35.693160370852354,66.0,Credit Card
TXN_1457,CUST_105,2026-03-23 04:00:00,Clothing,233.1349830664872,36.0,Debit Card
TXN_2012,CUST_158,2026-03-02 19:00:00,Electronics,81.41491432509576,28.0,PayPal
TXN_2122,CUST_171,2026-03-21 16:00:00,Beauty,214.8916379233839,24.0,Credit Card
TXN_1824,CUST_209,2026-02-26 21:00:00,Books,245.8987373244085,,PayPal
TXN_2173,CUST_256,2026-02-20 20:00:00,Beauty,138.52859793344734,58.0,Debit Card
TXN_1954,CUST_279,2026-03-14 12:00:00,Beauty,122.712217894587,,Debit Card
TXN_1776,,2026-01-09 21:00:00,Clothing,180.06982235210657,30.0,PayPal
TXN_2014,CUST_297,2026-02-24 13:00:00,Electronics,276.786980379574,35.0,Credit Card
TXN_1779,CUST_214,2026-03-08 19:00:00,electronics,118.93562916970917,50.0,Cash
TXN_1626,CUST_108,2026-01-12 22:00:00,Beauty,9999.99,68.0,Cash
TXN_1949,CUST_135,2026-04-23 12:00:00,Home & Kitchen,171.5676345932141,,PayPal
TXN_1085,CUST_194,2026-01-10 17:00:00,Electronics,187.14792913852818,18.0,Debit Card
TXN_1056,CUST_189,2026-04-11 06:00:00,Home & Kitchen,159.7120094187153,59.0,PayPal
TXN_1269,CUST_284,2026-03-15 01:00:00,beauty,196.62717048866142,37.0,PayPal
TXN_1765,CUST_127,25-03-2026 23:00,Beauty,160.49261243685697,59.0,Debit Card
TXN_1037,CUST_289,2026-01-12 12:00:00,Books,153.0399129710238,30.0,Debit Card
TXN_1260,CUST_151,,Electronics,136.84806714381133,45.0,PayPal
TXN_1804,CUST_197,2026-05-13 20:00:00,Electronics,223.26067392979425,66.0,Cash
TXN_1975,CUST_214,18-05-2026 17:00,Home & Kitchen,69.34148826280183,52.0,Debit Card
TXN_1121,CUST_171,2026-02-01 01:00:00,Clothing,193.51318837266635,50.0,PayPal
TXN_1360,CUST_148,14-05-2026 22:00,Books,126.76041165542901,61.0,PayPal
TXN_1559,CUST_164,2026-05-23 10:00:00,Books,21.239040126208323,58.0,Debit Card
TXN_1598,CUST_195,2026-05-03 05:00:00,Home & Kitchen,179.49214204321385,52.0,Cash
